iter	Logloss
506	0.0309816247
507	0.03085491029
508	0.03083725762
509	0.03079638034
510	0.03074245525
511	0.03065758372
512	0.03061875026
513	0.03059757102
514	0.0305738425
515	0.03054981906
516	0.03049111509
517	0.03042097829
518	0.03039318716
519	0.03033665759
520	0.03032592028
521	0.03020275966
522	0.03017273975
523	0.03015824597
524	0.03012365967
525	0.03010671449
526	0.02998527956
527	0.02996588235
528	0.02983804758
529	0.02982348758
530	0.02966390188
531	0.02965107609
532	0.02962112315
533	0.02960034829
534	0.02958680891
535	0.02951263455
536	0.02947382962
537	0.02946243477
538	0.02943284145
539	0.02939255672
540	0.0293671798
541	0.02935242504
542	0.02925499686
543	0.02923464225
544	0.0292063005
545	0.02919177493
546	0.02916669655
547	0.02914850525
548	0.02913722643
549	0.02891967477
550	0.02889412026
551	0.02885749149
552	0.02881929045
553	0.02879814986
554	0.02876503236
555	0.02875444575
556	0.02857302364
557	0.02854363674
558	0.0285146261
559	0.02849161962
560	0.02836313726
561	0.02811874208
562	0.02810164588
563	0.02808487785
564	0.02806394881
565	0.02797452332
566	0.02790823622
567	0.02788983689
568	0.02785267591
569	0.02775010619
570	0.02773543905
571	0.02771381591
572	0.02750365344
573	0.02735068862
574	0.02729918476
575	0.02728031351
576	0.0272661391
577	0.02724807834
578	0.02720585532
579	0.02719083513
580	0.02705817088
581	0.02701708777
582	0.026930958
583	0.02691367736
584	0.02681406216
585	0.02674236189
586	0.02666084289
587	0.02662850308
588	0.02660212457
589	0.02658051752
590	0.0265524925
591	0.02650205879
592	0.02647969354
593	0.02646398076
594	0.02642858153
595	0.0264042652
596	0.02635354957
597	0.02631127564
598	0.02622619305
599	0.02619149496
600	0.02618295937
601	0.02616991873
602	0.02612772587
603	0.02609880155
604	0.0260900264
605	0.02603880118
606	0.02597478492
607	0.02590272459
608	0.02588952834
609	0.02586828588
610	0.02585223963
611	0.02583727648
612	0.02579463358
613	0.02573077985
614	0.02562174095
615	0.02557652386
616	0.02552166772
617	0.02548447626
618	0.02545346372
619	0.02543064839
620	0.02541072546
621	0.0253962865
622	0.02537865455
623	0.02535012985
624	0.02530865748
625	0.02528988556
626	0.0252667968
627	0.02524009178
628	0.02523034081
629	0.025197205
630	0.02516886058
631	0.02512943441
632	0.02505565967
633	0.02503956085
634	0.02491733679
635	0.02490555266
636	0.02482641067
637	0.02479617498
638	0.02474451295
639	0.02471561249
640	0.02470125618
641	0.0246803904
642	0.02466177604
643	0.02464595113
644	0.02461167024
645	0.02459014489
646	0.02457742426
647	0.02455829957
648	0.02454074315
649	0.02452338116
650	0.02450403255
651	0.02448962789
652	0.02444392263
653	0.02443106182
654	0.02441595459
655	0.02436067963
656	0.02434413104
657	0.02433082443
658	0.02431695938
659	0.02430083476
660	0.02423599283
661	0.02416458292
662	0.02414778454
663	0.02399517861
664	0.02397092449
665	0.02391638515
666	0.0238697094
667	0.02385050031
668	0.02383434818
669	0.02381663879
670	0.02379744638
671	0.02378207743
672	0.02376955968
673	0.02375682035
674	0.02374051257
675	0.02371768484
676	0.02370416241
677	0.02369170793
678	0.02361063063
679	0.02360439047
680	0.02359488557
681	0.0235754087
682	0.02355331799
683	0.02350417803
684	0.02349312615
685	0.02348315709
686	0.02342657267
687	0.023413509
688	0.02337089982
689	0.02335705675
690	0.02332364086
691	0.02331203705
692	0.02329771889
693	0.02329307615
694	0.02327382765
695	0.02320740887
696	0.02319878739
697	0.02318834772
698	0.02318142805
699	0.02317216083
700	0.02304802189
701	0.02303398924
702	0.02302265688
703	0.02300476057
704	0.02298724849
705	0.02297884946
706	0.02296017016
707	0.02295087673
708	0.02293926119
709	0.02285999811
710	0.02281280212
711	0.02277983882
712	0.02276354687
713	0.0227507242
714	0.02272817779
715	0.02269410035
716	0.0226772198
717	0.02256340138
718	0.02254683314
719	0.02253408439
720	0.02251233564
721	0.02249922246
722	0.02245616584
723	0.0224369728
724	0.02242853325
725	0.02240099544
726	0.02235155314
727	0.02232024457
728	0.02229804378
729	0.02227088991
730	0.02225540692
731	0.02223505595
732	0.02222377412
733	0.02219561678
734	0.0221668418
735	0.02214459286
736	0.02213336311
737	0.02211757809
738	0.02209901316
739	0.02207415126
740	0.0220479658
741	0.02204031116
742	0.02203711982
743	0.02201948795
744	0.02196118179
745	0.02190139608
746	0.0218866096
747	0.02187902382
748	0.02185417331
749	0.02182950772
750	0.02181361337
751	0.02179661638
752	0.02175991014
753	0.02167170552
754	0.0216485751
755	0.02159216917
756	0.02157447366
757	0.02155108365
758	0.02153390266
759	0.02152038907
760	0.02148482688
761	0.02147136196
762	0.0214585738
763	0.02143670719
764	0.0214001444
765	0.02137821713
766	0.02136519619
767	0.02134538078
768	0.02133716053
769	0.02133488281
770	0.02131982291
771	0.02131172011
772	0.02129302082
773	0.02128048303
774	0.0212705399
775	0.021252658
776	0.02123318339
777	0.02122114127
778	0.02120544623
779	0.02119541932
780	0.02118292166
781	0.02116328276
782	0.02114234689
783	0.02113481484
784	0.02112104354
785	0.02108755929
786	0.02107894749
787	0.0210346772
788	0.02102520466
789	0.02098419953
790	0.02095129957
791	0.02093680691
792	0.02091464011
793	0.0209022559
794	0.02088450983
795	0.02087829106
796	0.02087058257
797	0.02086332867
798	0.02085147546
799	0.02076989111
800	0.02076398751
801	0.02075307889
802	0.02072862781
803	0.02071887685
804	0.02070395933
805	0.02068768741
806	0.02066723497
807	0.02064852733
808	0.02062892035
809	0.02057161559
810	0.0205636741
811	0.02053733573
812	0.02049930203
813	0.02048439962
814	0.02043440204
815	0.020420482
816	0.02040685247
817	0.02038447383
818	0.02036525077
819	0.02035428947
820	0.02034612284
821	0.02033065213
822	0.02031991528
823	0.02030062806
824	0.0202851405
825	0.0202744076
826	0.0202599182
827	0.02024358111
828	0.02022455399
829	0.02021866266
830	0.02019616163
831	0.02014443961
832	0.02011272127
833	0.02005123699
834	0.02003967422
835	0.02002969882
836	0.02001335915
837	0.01998781673
838	0.01996198068
839	0.01995204596
840	0.01993259341
841	0.01992375964
842	0.01988098475
843	0.01984134647
844	0.01982624415
845	0.01980365789
846	0.01978659046
847	0.0197800713
848	0.01976874131
849	0.01975634994
850	0.0197385283
851	0.01970531773
852	0.01965750062
853	0.01964420784
854	0.01963167351
855	0.01961374281
856	0.01954734934
857	0.01954213732
858	0.01952763012
859	0.01947118145
860	0.01946243967
861	0.01944414395
862	0.01943019021
863	0.01938934593
864	0.01937660754
865	0.01936580729
866	0.01935600288
867	0.01933583322
868	0.0193214372
869	0.01916496661
870	0.0191140066
871	0.0190887758
872	0.01902047891
873	0.0190104591
874	0.01899335556
875	0.01897945378
876	0.01894887958
877	0.0189313422
878	0.01892285453
879	0.01890775895
880	0.01890364193
881	0.01887771778
